#Position (bp)	insert size
3.0963777495E9	0.0
3.096382349E9	0.0
3.0963867675E9	0.0
3.0963904915E9	0.0
3.0963918375E9	0.0
3.0963930415E9	0.0
3.096395075E9	0.0
3.0963969485E9	0.0
3.0963981865E9	0.0
3.0963996145E9	0.0
3.0964008415E9	0.0
3.096401915E9	0.0
3.096403377E9	0.0
3.096405706E9	0.0
3.0964088985E9	0.0
3.0964148235E9	0.0
3.0964195075E9	0.0
3.096420554E9	0.0
3.0964217255E9	0.0
3.096423568E9	0.0
3.09642553E9	0.0
3.09642687E9	0.0
3.0964283815E9	0.0
3.0964299295E9	0.0
3.0964310225E9	0.0
3.0964324015E9	0.0
3.0964340375E9	0.0
3.0964356545E9	0.0
3.0964371835E9	0.0
3.0964386665E9	0.0
3.096439981E9	0.0
3.0964414315E9	0.0
3.0964428915E9	0.0
3.096445494E9	0.0
3.0964481695E9	0.0
3.0964500655E9	0.0
3.0964522185E9	0.0
3.096453769E9	0.0
3.0964556835E9	0.0
3.096458275E9	0.0
3.0964636735E9	0.0
3.0964714905E9	0.0
3.0965667595E9	289.3333333333333
3.0967478065E9	0.0
3.0969183065E9	0.0
3.097089054E9	0.0
3.0972576165E9	0.0
3.0973438365E9	0.0
3.09743346E9	341.27272727272725
3.0976209085E9	0.0
3.0978104735E9	356.25
3.097915655E9	0.0
3.0979698435E9	359.0
3.098102454E9	0.0
3.098248482E9	0.0
3.098374522E9	0.0
3.0985283265E9	0.0
3.0986781225E9	0.0
3.098767366E9	0.0
3.0988127105E9	0.0
3.098864278E9	0.0
3.098902735E9	0.0
3.0989608915E9	0.0
3.099036312E9	0.0
3.0991407965E9	0.0
3.099303025E9	0.0
3.0994846985E9	247.0
3.099653576E9	0.0
3.099967721E9	411.01781472684087
3.100340622E9	409.3722943722944
3.100728804E9	408.70388349514565
3.101515147E9	406.1138923654568
3.1022054085E9	389.04627249357327
3.1025331485E9	396.5936739659367
3.1027912175E9	430.6140350877193
3.1029573855E9	386.9225352112676
3.103062931E9	0.0
3.1031786555E9	422.01724137931035
3.10334208E9	0.0
3.103482767E9	0.0
3.1038287865E9	351.7890625
3.1041653075E9	419.6216216216216
3.1044847005E9	364.1625441696113
3.1048490495E9	416.78918322295806
3.10508024E9	402.5238095238095
3.105629184E9	359.24867724867727
3.1062829545E9	351.4943820224719
3.10667802E9	379.1159420289855
3.106949138E9	338.23595505617976
3.1071604535E9	405.1696113074205
3.107433246E9	416.3690322580645
3.107642847E9	0.0
3.107807231E9	420.0091556459817
3.108016786E9	0.0
3.1083486805E9	407.2682926829268
3.108735868E9	391.9556313993174
3.1090516455E9	410.46478873239437
3.109292268E9	393.95652173913044
3.1095754895E9	400.18781725888323
3.110268924E9	384.05493387589013
3.1108372965E9	0.0
3.111178416E9	404.03846153846155
3.111696332E9	348.868778280543
3.112024148E9	409.0112359550562
3.1123518825E9	405.2584933530281
3.112689607E9	385.7307692307692
3.112942537E9	360.1653543307087
3.113198274E9	414.0689655172414
3.113375336E9	0.0
3.1136852375E9	408.125
3.1140417195E9	388.14864864864865
3.1144303125E9	322.8279569892473
3.1148938345E9	411.0266963292547
3.115306268E9	371.0521739130435
3.1157007715E9	412.97297297297297
3.116016147E9	0.0
3.116211793E9	322.0
3.1163825765E9	0.0
3.116618425E9	290.0
3.116824178E9	0.0
3.116974473E9	337.5726495726496
3.117223447E9	373.6222222222222
3.117423554E9	0.0
3.11752243E9	341.35714285714283
3.117654662E9	0.0
3.1179713535E9	380.3257142857143
3.1183238915E9	383.258064516129
3.1185300955E9	417.13461538461536
3.1186638935E9	415.76612903225805
3.1188122E9	389.40909090909093
3.1189417835E9	0.0
3.119031296E9	0.0
3.1192646035E9	0.0
3.119573191E9	0.0
3.11979312E9	0.0
3.1199932505E9	375.675
3.1202658475E9	379.72522522522524
3.120630526E9	406.9836734693878
3.1208975455E9	0.0
3.121056931E9	428.9718875502008
3.1212748515E9	421.26335877862596
3.122440861E9	388.34774066797644
3.123559647E9	0.0
3.123731843E9	407.6666666666667
3.123905589E9	0.0
3.124156243E9	0.0
3.124488596E9	390.7718120805369
3.1246848165E9	391.31756756756755
3.1249839605E9	427.56075972708834
3.125478813E9	400.8201438848921
3.1258153425E9	405.58040935672517
3.1259283855E9	0.0
3.1260669835E9	397.08429118773944
3.126229539E9	307.3333333333333
3.1264622605E9	413.09929078014187
3.1268141995E9	0.0
3.1271087395E9	0.0
3.1273657625E9	401.5339366515837
3.127558334E9	418.0558139534884
3.12766468E9	0.0
3.127828692E9	411.02941176470586
3.128042349E9	0.0
3.128360835E9	0.0
3.128664108E9	352.17857142857144
3.128969306E9	383.86710963455147
3.1294982675E9	416.90822784810126
3.1301334265E9	417.8893346706787
3.1305637235E9	373.625
3.1308685615E9	378.3829787234043
3.132525107E9	401.50729517396184
3.135708871E9	410.14610011641446
3.1375838995E9	0.0
3.1377919885E9	0.0
3.1379456385E9	0.0
3.13807759E9	387.1777777777778
3.1381825785E9	390.53125
3.1383378E9	412.0295358649789
3.1385240455E9	429.33281573498965
3.1386262505E9	420.3888888888889
3.1387278365E9	0.0
3.138876827E9	0.0
3.1392287105E9	362.98039215686276
3.139683903E9	376.8333333333333
3.1400953865E9	377.75849731663686
3.1405015935E9	400.9656925031766
3.1406793795E9	0.0
3.140919565E9	0.0
3.1413571285E9	0.0
3.1417136825E9	407.8521303258145
3.141952908E9	0.0
3.1421298615E9	406.1463414634146
3.14226876E9	415.2686567164179
3.142455731E9	386.6341463414634
3.1426861345E9	361.37278106508876
3.1428269075E9	0.0
3.142876723E9	0.0
3.142986396E9	416.71289614057105
3.143306311E9	406.983286908078
3.1436587875E9	421.0313588850174
3.1438552095E9	412.9230769230769
3.1440183465E9	414.34183673469386
3.1442055865E9	368.56888888888886
3.1444308725E9	395.957783641161
3.1447233165E9	0.0
3.144946377E9	413.23943661971833
3.1451891185E9	418.7418738049713
3.145452005E9	330.1012658227848
3.145651126E9	385.66190476190474
3.145842373E9	387.3333333333333
3.146075901E9	383.17021276595744
3.1463176985E9	419.045197740113
3.146431306E9	0.0
3.1465845315E9	364.45652173913044
3.146769566E9	417.3582474226804
3.146878665E9	360.57894736842104
3.1474567455E9	382.9640410958904
3.14807643E9	410.60213143872113
3.1484432145E9	386.3410852713178
3.148819422E9	0.0
3.148977379E9	420.9751724137931
3.1491170515E9	0.0
3.1493622605E9	0.0
3.14955241E9	419.28205128205127
3.149628021E9	395.5632911392405
3.149748357E9	0.0
3.1499742105E9	422.1391509433962
3.1502921685E9	0.0
3.1504971245E9	0.0
3.1507112895E9	321.54285714285714
3.1509737455E9	0.0
3.151061473E9	0.0
3.151082855E9	0.0
3.1511749635E9	0.0
3.1513110845E9	384.5
3.1514522965E9	368.3181818181818
3.1515644655E9	388.82142857142856
3.1517003225E9	344.1341463414634
3.152003074E9	440.0
3.152563988E9	411.62639925373134
3.1532707765E9	421.85440322987637
3.1537483565E9	0.0
3.1539663695E9	404.14864864864865
3.156380446E9	396.4762126865672
3.158879927E9	391.8279569892473
3.159249488E9	321.5
3.16219797E9	401.3560723514212
3.1659520495E9	406.5981308411215
3.1671347315E9	409.75233644859816
3.167415562E9	422.3433070866142
3.1677021975E9	410.9859894921191
3.1684641165E9	393.39102564102564
3.169090285E9	429.0731707317073
3.169183024E9	424.65733672603903
3.1692563895E9	401.72727272727275
3.169526105E9	381.39823008849555
3.17072987E9	387.5484317343173
3.171828911E9	398.38646288209605
3.172098126E9	395.8263157894737
3.172271162E9	414.02797202797206
3.1723950345E9	0.0
3.172647101E9	384.1301247771836
3.172955559E9	381.10687022900765
3.1731654725E9	419.0684824902724
3.173311788E9	422.4402451481103
3.1735272955E9	417.43549862763035
3.173934712E9	391.45845272206304
3.174390402E9	403.02197802197804
3.174700269E9	0.0
3.174882093E9	362.5
3.175026774E9	399.008547008547
3.175158132E9	396.328
3.175275571E9	409.0960784313726
3.1754417695E9	420.47261904761905
3.17556393E9	415.5811518324607
3.175664622E9	0.0
3.1758185595E9	0.0
3.176002703E9	405.6774193548387
3.176220675E9	0.0
3.17653979E9	376.9384615384615
3.1767900185E9	0.0
3.1769496365E9	391.74294670846393
3.177107325E9	410.7847533632287
3.1773188075E9	426.1570934256055
3.177732267E9	417.42892521050027
3.178181544E9	405.40430267062317
3.1784531475E9	423.1215596330275
3.178707515E9	414.547052154195
3.1789749365E9	391.66037735849056
3.1791420025E9	385.75
3.179311171E9	362.70588235294116
3.1795419975E9	384.35714285714283
3.1798092875E9	406.3333333333333
3.180009459E9	389.5
3.1801782E9	351.14285714285717
3.180350655E9	383.1904761904762
3.180483934E9	393.6666666666667
3.180614404E9	363.3333333333333
3.1808065105E9	367.0
3.180968346E9	391.1666666666667
3.181104254E9	355.125
3.181262731E9	405.0
3.181414059E9	389.3333333333333
3.181629404E9	374.04545454545456
3.181944132E9	355.71729957805906
3.18238174E9	370.22222222222223
3.1828098585E9	367.2607709750567
3.1832143505E9	352.4782608695652
3.1837247395E9	373.58730158730157
3.184093866E9	420.3798767967146
3.1843949035E9	0.0
3.184831739E9	0.0
3.1851406715E9	420.72868217054264
3.1852969175E9	427.3854166666667
3.185462257E9	410.54887218045116
3.185626145E9	415.5211267605634
3.1857752395E9	424.551867219917
3.185853968E9	0.0
3.1859106355E9	404.5752427184466
3.1860551575E9	0.0
3.186157877E9	0.0
3.186331841E9	405.6282722513089
3.1865114995E9	330.0
3.1865603165E9	371.1388888888889
3.1866288175E9	0.0
3.186733197E9	399.0617283950617
3.1870050445E9	398.0
3.187353668E9	468.5
3.1875080665E9	0.0
3.1878252635E9	403.8333333333333
3.1881593065E9	0.0
3.188616363E9	419.9675213675214
3.1891540955E9	0.0
3.1893095315E9	351.024
3.1895373285E9	415.52364066193854
3.189842686E9	405.29739776951675
3.1900255855E9	0.0
3.190172992E9	404.90384615384613
3.190356854E9	425.93398533007337
3.1905032075E9	422.8393632416787
3.1907416315E9	322.962962962963
3.1909500505E9	0.0
3.1913364635E9	385.0204081632653
3.1917922925E9	223.0
3.192099638E9	417.4625
3.1923953555E9	406.353591160221
3.1925463925E9	0.0
3.192649956E9	312.4375
3.192797212E9	376.21008403361344
3.1929693325E9	377.075
3.1931013355E9	384.3
3.193239551E9	0.0
3.193375081E9	0.0
3.193499288E9	0.0
3.193609535E9	429.2077922077922
3.19371265E9	380.6268656716418
3.193822626E9	345.248
3.1939716195E9	425.174025974026
3.1941394915E9	0.0
3.194306856E9	311.7
3.194448025E9	0.0
3.1946146725E9	394.0
3.194817062E9	387.7692307692308
3.194994222E9	385.8721804511278
3.1952051725E9	0.0
3.1953858155E9	394.4583333333333
3.1955449885E9	393.1520190023753
3.195728859E9	376.44736842105266
3.1959022755E9	376.6666666666667
3.1961046005E9	319.6666666666667
3.196402817E9	0.0
3.196646882E9	0.0
3.1969960915E9	378.5154320987654
3.197368812E9	0.0
3.1975305625E9	338.07462686567163
3.1976727865E9	0.0
3.1978357145E9	0.0
3.1980607345E9	0.0
3.1982458505E9	343.1666666666667
3.19839844E9	386.7477064220183
3.1985858165E9	355.32758620689657
3.1987250355E9	0.0
3.1988798255E9	0.0
3.1990755305E9	418.3082191780822
3.199551419E9	381.1735751295337
3.200357883E9	374.1231527093596
3.200821358E9	0.0
3.2009583325E9	0.0
3.201131416E9	0.0
3.2012840915E9	378.6666666666667
3.2036862245E9	418.0463228271251
3.2061103155E9	0.0
3.2062742935E9	0.0
3.2064127355E9	425.75
3.2069103435E9	369.1142857142857
3.207383086E9	0.0
3.2075135E9	0.0
3.2077051795E9	410.5882352941176
3.2079398385E9	429.4526315789474
3.2081340195E9	0.0
3.2082129955E9	424.11764705882354
3.2083384745E9	376.36879432624113
3.2085223505E9	387.3666666666667
3.208661025E9	351.06666666666666
3.2092764015E9	402.9244186046512
3.209967914E9	360.55
3.2101668585E9	0.0
3.2103350695E9	400.0
3.2105128665E9	0.0
3.2107270375E9	280.0
3.2110146235E9	405.1509433962264
3.2116535945E9	380.7057220708447
3.2122964625E9	397.6877828054299
3.2127588235E9	361.3027027027027
3.2131419755E9	0.0
3.213400089E9	0.0
3.213654064E9	406.83846153846156
3.2137391515E9	0.0
3.213836963E9	406.8333333333333
3.214069375E9	423.2129263913824
3.2142884175E9	434.703125
3.2144360335E9	0.0
3.214553303E9	330.52777777777777
3.2146747215E9	375.47222222222223
3.2147903805E9	0.0
3.2150399375E9	391.97014925373134
3.2153491055E9	410.0969696969697
3.2155294805E9	0.0
3.2157751295E9	408.469298245614
3.216024188E9	383.79816513761466
3.216223412E9	423.74953959484344
3.2163840345E9	411.64285714285717
3.2164725805E9	465.5
3.216654018E9	390.83116883116884
3.216904495E9	415.18811881188117
